,User ID,Date,Date Week,Year Week,Month,Day,Hour,Question ID,Bundle ID,Q Cat.,User answer,Correct answer,Result,Answer duration,Class
7178834,U247788,2018-12-08,2018-12 W49,2018 W49,12,8,16,3886,b2418,5,2,2,Correct,0.2166666666666666,Class #11
1312773,U1572,2019-07-02,2019-07 W26,2019 W26,7,2,5,11000,b8053,1,2,2,Correct,0.3833333333333333,Class #2
11730176,U618510,2019-07-23,2019-07 W29,2019 W29,7,23,12,6797,b5176,6,2,1,Incorrect,0.925,Class #18
1697906,U2202,2019-08-18,2019-08 W32,2019 W32,8,18,16,1885,b1562,3,2,2,Correct,0.4944333333333333,Class #3
576757,U736,2019-08-01,2019-08 W30,2019 W30,8,1,2,209,b209,2,3,2,Incorrect,0.3833333333333333,Class #1
11757338,U624108,2019-10-18,2019-10 W41,2019 W41,10,18,3,10254,b7605,5,3,3,Correct,0.5333333333333333,Class #18
12186029,U683346,2019-10-16,2019-10 W41,2019 W41,10,16,3,17046,b11283,5,4,4,Correct,0.3166666666666666,Class #18
8933295,U360111,2019-02-04,2019-02 W05,2019 W05,2,4,14,2665,b1822,4,1,2,Incorrect,0.4111,Class #14
1450569,U1718,2019-07-18,2019-07 W28,2019 W28,7,18,14,3299,b2033,4,4,4,Correct,0.40555,Class #3
2316742,U3244,2019-05-30,2019-05 W21,2019 W21,5,30,3,5262,b3794,5,2,2,Correct,0.1166666666666666,Class #4
11168231,U543702,2019-04-12,2019-04 W14,2019 W14,4,12,7,3464,b2088,4,1,1,Correct,0.4611166666666667,Class #17
1485826,U1773,2019-07-26,2019-07 W29,2019 W29,7,26,11,2937,b1913,4,1,1,Correct,0.6388833333333334,Class #3
10680065,U501424,2019-03-24,2019-03 W11,2019 W11,3,24,6,7051,b5239,7,4,4,Correct,0.8933333333333333,Class #16
1566837,U1940,2019-04-24,2019-04 W16,2019 W16,4,24,16,7255,b5300,7,2,2,Correct,1.0766666666666669,Class #3
11123532,U540073,2019-11-05,2019-11 W44,2019 W44,11,5,11,3409,b2070,4,2,2,Correct,0.5,Class #17
79658,U159,2019-07-29,2019-07 W30,2019 W30,7,29,2,5994,b4526,5,1,1,Correct,0.35,Class #1
6168369,U12732,2019-02-15,2019-02 W06,2019 W06,2,15,7,8086,b5557,1,2,2,Correct,0.3833333333333333,Class #9
13348420,U806925,2019-11-12,2019-11 W45,2019 W45,11,12,19,8016,b5510,7,2,3,Incorrect,0.7208333333333333,Class #20
7492438,U258750,2019-10-25,2019-10 W42,2019 W42,10,25,5,9492,b6843,5,2,2,Correct,0.3166666666666666,Class #11
2075783,U2895,2019-07-19,2019-07 W28,2019 W28,7,19,13,17191,b11428,5,3,3,Correct,0.3333333333333333,Class #4
4113616,U7313,2019-09-11,2019-09 W36,2019 W36,9,11,18,6079,b4611,5,4,4,Correct,0.3,Class #7
5541194,U10565,2019-07-22,2019-07 W29,2019 W29,7,22,10,1791,b1531,3,4,4,Correct,0.4722166666666667,Class #9
9273809,U382990,2019-01-03,2019-01 W00,2019 W00,1,3,5,10731,b7946,6,1,1,Correct,0.4958333333333334,Class #14
2116357,U2950,2019-10-11,2019-10 W40,2019 W40,10,11,2,3012,b1938,4,3,3,Correct,0.1388833333333333,Class #4
11111936,U539899,2019-04-25,2019-04 W16,2019 W16,4,25,13,5828,b4360,5,1,1,Correct,0.3666666666666665,Class #17
2070594,U2892,2019-07-25,2019-07 W29,2019 W29,7,25,15,4288,b2820,5,4,4,Correct,0.4833333333333333,Class #4
11824688,U634683,2019-07-21,2019-07 W28,2019 W28,7,21,16,5553,b4085,5,2,2,Correct,0.7333333333333333,Class #18
12388457,U746056,2019-09-30,2019-09 W39,2019 W39,9,30,14,9009,b6360,5,1,1,Correct,0.35,Class #19
3185484,U5029,2019-08-16,2019-08 W32,2019 W32,8,16,9,6938,b5211,6,1,3,Incorrect,0.5625,Class #5
2049766,U2862,2019-08-08,2019-08 W31,2019 W31,8,8,21,11707,b8510,6,3,4,Incorrect,0.5041666666666667,Class #4
7245981,U249770,2018-11-13,2018-11 W46,2018 W46,11,13,9,4416,b2948,5,2,2,Correct,0.7833333333333333,Class #11
12948923,U762379,2019-11-02,2019-11 W43,2019 W43,11,2,7,2932,b1911,4,2,1,Incorrect,0.4222166666666667,Class #20
7916242,U281159,2018-12-26,2018-12 W52,2018 W52,12,26,17,4437,b2969,5,4,4,Correct,0.3666666666666665,Class #12
6683929,U15845,2019-10-30,2019-10 W43,2019 W43,10,30,19,8177,b5648,1,1,2,Incorrect,0.35,Class #10
11719059,U617572,2019-06-22,2019-06 W24,2019 W24,6,22,9,10990,b8043,1,3,3,Correct,0.25,Class #18
8271752,U306982,2018-11-14,2018-11 W46,2018 W46,11,14,0,5775,b4307,5,2,4,Incorrect,0.7166666666666667,Class #13
1930795,U2617,2019-11-15,2019-11 W45,2019 W45,11,15,4,11851,b8546,6,2,1,Incorrect,0.4208333333333333,Class #3
7571492,U261488,2018-10-25,2018-10 W43,2018 W43,10,25,13,7237,b5296,7,4,4,Correct,1.0277666666666667,Class #12
4028449,U7053,2019-10-11,2019-10 W40,2019 W40,10,11,12,3332,b2044,4,3,3,Correct,0.40555,Class #7
2393003,U3361,2019-08-01,2019-08 W30,2019 W30,8,1,18,970,b970,2,2,2,Correct,0.3166666666666666,Class #4
1390993,U1640,2019-05-13,2019-05 W19,2019 W19,5,13,11,1739,b1513,3,1,2,Incorrect,0.45,Class #3
8623464,U335014,2018-12-12,2018-12 W50,2018 W50,12,12,13,11088,b8141,1,1,1,Correct,0.45,Class #13
6290811,U13266,2019-09-02,2019-09 W35,2019 W35,9,2,14,9822,b7173,5,4,4,Correct,0.4166666666666667,Class #10
8786767,U349859,2018-12-28,2018-12 W52,2018 W52,12,28,14,6521,b5053,5,2,2,Correct,0.5666666666666667,Class #13
11377484,U567569,2019-10-09,2019-10 W40,2019 W40,10,9,0,1247,b1247,2,2,3,Incorrect,0.4,Class #17
10205044,U457729,2019-02-07,2019-02 W05,2019 W05,2,7,8,5218,b3750,5,4,1,Incorrect,0.2333333333333333,Class #15
6193598,U12880,2019-08-05,2019-08 W31,2019 W31,8,5,6,670,b670,2,1,1,Correct,0.3,Class #9
12721354,U758516,2019-11-04,2019-11 W44,2019 W44,11,4,4,9631,b6982,5,2,2,Correct,0.5166666666666667,Class #19
8528145,U328060,2019-02-28,2019-02 W08,2019 W08,2,28,7,3558,b2120,4,4,4,Correct,0.4388833333333333,Class #13
9141172,U375102,2019-03-31,2019-03 W12,2019 W12,3,31,10,7893,b5475,7,3,3,Correct,1.29,Class #14
10330615,U469888,2019-05-21,2019-05 W20,2019 W20,5,21,12,10635,b7920,6,1,1,Correct,0.7125,Class #15
7160426,U247503,2019-02-14,2019-02 W06,2019 W06,2,14,17,6814,b5180,6,1,1,Correct,0.1208333333333333,Class #11
12239678,U688869,2019-11-20,2019-11 W46,2019 W46,11,20,19,545,b545,2,2,2,Correct,0.2833333333333333,Class #18
3472554,U5614,2019-05-17,2019-05 W19,2019 W19,5,17,7,2005,b1602,3,2,3,Incorrect,0.4611,Class #6
12191025,U683433,2019-09-26,2019-09 W38,2019 W38,9,26,8,812,b812,2,1,1,Correct,0.1666666666666666,Class #18
3647415,U6010,2019-08-09,2019-08 W31,2019 W31,8,9,17,3260,b2020,4,4,4,Correct,0.2888833333333333,Class #6
9709260,U410166,2019-05-17,2019-05 W19,2019 W19,5,17,1,3792,b2324,5,2,1,Incorrect,0.5666666666666667,Class #15
5821010,U11436,2019-11-05,2019-11 W44,2019 W44,11,5,4,11046,b8099,1,3,3,Correct,0.3,Class #9
4501139,U7727,2018-11-08,2018-11 W45,2018 W45,11,8,8,11016,b8069,1,2,2,Correct,0.35,Class #7
8242516,U305266,2019-02-23,2019-02 W07,2019 W07,2,23,8,10646,b7923,6,4,3,Incorrect,0.3291666666666666,Class #13
5550721,U10581,2019-11-09,2019-11 W44,2019 W44,11,9,18,18031,b12094,2,2,2,Correct,0.2666666666666666,Class #9
849127,U1121,2019-07-10,2019-07 W27,2019 W27,7,10,5,2990,b1930,4,4,1,Incorrect,0.40555,Class #2
8920722,U358467,2019-05-15,2019-05 W19,2019 W19,5,15,14,5677,b4209,5,3,2,Incorrect,1.0833333333333333,Class #13
10250528,U462073,2019-10-31,2019-10 W43,2019 W43,10,31,23,10811,b7966,6,3,4,Incorrect,0.6125,Class #15
3297122,U5358,2019-07-30,2019-07 W30,2019 W30,7,30,1,1738,b1513,3,1,1,Correct,0.45,Class #5
9617843,U400671,2019-04-18,2019-04 W15,2019 W15,4,18,0,3526,b2109,4,2,2,Correct,0.2888833333333333,Class #14
12839691,U759441,2019-11-11,2019-11 W45,2019 W45,11,11,19,1343,b1343,2,2,2,Correct,0.35,Class #19
9174595,U377882,2019-03-02,2019-03 W08,2019 W08,3,2,4,8218,b5684,7,3,3,Correct,1.55,Class #14
11716488,U617504,2019-10-03,2019-10 W39,2019 W39,10,3,5,10988,b8041,1,1,1,Correct,0.3666666666666665,Class #18
12494684,U749567,2019-09-22,2019-09 W37,2019 W37,9,22,14,9460,b6811,5,4,1,Incorrect,0.3666666666666665,Class #19
2213372,U3140,2019-08-07,2019-08 W31,2019 W31,8,7,12,1575,b1459,3,3,3,Correct,0.5722166666666667,Class #4
10816060,U514842,2019-03-11,2019-03 W10,2019 W10,3,11,13,3911,b2443,5,1,4,Incorrect,0.1833333333333332,Class #16
3482650,U5624,2019-09-05,2019-09 W35,2019 W35,9,5,4,10612,b7914,6,3,4,Incorrect,0.3125,Class #6
6218224,U13059,2019-07-11,2019-07 W27,2019 W27,7,11,14,11535,b8467,6,2,2,Correct,0.7833333333333333,Class #10
10140257,U448994,2019-11-21,2019-11 W46,2019 W46,11,21,19,7871,b5471,7,4,4,Correct,1.3066666666666666,Class #15
12694837,U758424,2019-11-23,2019-11 W46,2019 W46,11,23,22,17809,b11872,2,2,3,Incorrect,0.3,Class #19
8603433,U332958,2019-05-31,2019-05 W21,2019 W21,5,31,0,882,b882,2,3,3,Correct,0.3166666666666666,Class #13
8160198,U294913,2019-09-24,2019-09 W38,2019 W38,9,24,3,17228,b11465,5,1,1,Correct,0.1,Class #12
2715436,U3976,2019-07-18,2019-07 W28,2019 W28,7,18,1,6522,b5054,5,2,2,Correct,0.2166666666666666,Class #4
6000042,U12110,2019-10-26,2019-10 W42,2019 W42,10,26,6,7890,b5474,7,1,1,Correct,1.5933333333333333,Class #9
207173,U304,2019-06-11,2019-06 W23,2019 W23,6,11,3,10637,b7920,6,3,3,Correct,0.7166666666666667,Class #1
7534591,U260569,2018-10-25,2018-10 W43,2018 W43,10,25,8,8837,b6188,5,1,4,Incorrect,0.55,Class #12
13069390,U777785,2019-11-08,2019-11 W44,2019 W44,11,8,11,9814,b7165,5,3,1,Incorrect,0.4166666666666667,Class #20
3390211,U5522,2019-08-07,2019-08 W31,2019 W31,8,7,3,4166,b2698,5,3,2,Incorrect,0.4833333333333333,Class #6
2155722,U3058,2019-07-06,2019-07 W26,2019 W26,7,6,10,1172,b1172,2,2,3,Incorrect,0.3333333333333333,Class #4
1319071,U1578,2019-05-07,2019-05 W18,2019 W18,5,7,18,4174,b2706,5,1,4,Incorrect,0.5166666666666667,Class #2
1286687,U1555,2019-07-25,2019-07 W29,2019 W29,7,25,4,5758,b4290,5,2,2,Correct,0.0666666666666666,Class #2
9366273,U388703,2019-01-17,2019-01 W02,2019 W02,1,17,15,6045,b4577,5,4,4,Correct,0.2333333333333333,Class #14
4014731,U6998,2019-09-05,2019-09 W35,2019 W35,9,5,8,7719,b5427,7,2,2,Correct,0.7875,Class #6
5865222,U11627,2019-06-14,2019-06 W23,2019 W23,6,14,7,866,b866,2,1,3,Incorrect,0.3666666666666665,Class #9
4465335,U7662,2018-12-23,2018-12 W51,2018 W51,12,23,12,4831,b3363,5,2,2,Correct,0.2333333333333333,Class #7
10914664,U522842,2019-03-14,2019-03 W10,2019 W10,3,14,14,11702,b8508,6,2,2,Correct,0.475,Class #16
1669759,U2133,2019-08-20,2019-08 W33,2019 W33,8,20,7,7990,b5504,7,2,2,Correct,0.7333333333333333,Class #3
5391011,U10200,2019-08-03,2019-08 W30,2019 W30,8,3,14,3128,b1976,4,4,4,Correct,0.5222166666666667,Class #8
963649,U1263,2019-04-18,2019-04 W15,2019 W15,4,18,15,2741,b1847,4,2,2,Correct,0.4666666666666667,Class #2
10008473,U434193,2019-02-09,2019-02 W05,2019 W05,2,9,11,1078,b1078,2,3,3,Correct,0.2833333333333333,Class #15
10903359,U522326,2019-03-07,2019-03 W09,2019 W09,3,7,9,360,b360,2,1,3,Incorrect,0.2833333333333333,Class #16
2710019,U3952,2019-08-09,2019-08 W31,2019 W31,8,9,15,2662,b1821,4,2,2,Correct,0.10555,Class #4
3754157,U6403,2019-09-13,2019-09 W36,2019 W36,9,13,11,6755,b5161,5,3,4,Incorrect,0.5,Class #6
2143454,U2998,2019-09-25,2019-09 W38,2019 W38,9,25,12,253,b253,2,3,3,Correct,0.3166666666666666,Class #4
8150880,U293308,2018-10-28,2018-10 W43,2018 W43,10,28,9,2127,b1643,3,3,1,Incorrect,0.0166666666666666,Class #12
8378790,U317933,2018-12-06,2018-12 W49,2018 W49,12,6,13,5247,b3779,5,2,2,Correct,0.5666666666666667,Class #13
8173604,U297204,2018-12-02,2018-12 W48,2018 W48,12,2,2,7975,b5501,7,4,4,Correct,1.7866666666666666,Class #12
10266744,U463232,2019-11-23,2019-11 W46,2019 W46,11,23,4,3119,b1973,4,2,3,Incorrect,0.4166666666666667,Class #15
5383575,U10181,2019-10-21,2019-10 W42,2019 W42,10,21,11,1532,b1444,3,4,4,Correct,0.5,Class #8
2692211,U3923,2019-05-16,2019-05 W19,2019 W19,5,16,4,6982,b5222,6,3,2,Incorrect,0.5125,Class #4
4931678,U8891,2019-11-04,2019-11 W44,2019 W44,11,4,7,9611,b6962,5,4,1,Incorrect,0.6166666666666667,Class #8
3775878,U6498,2019-08-14,2019-08 W32,2019 W32,8,14,15,11270,b8321,4,4,4,Correct,0.40555,Class #6
83981,U162,2019-08-21,2019-08 W33,2019 W33,8,21,7,3902,b2434,5,3,3,Correct,0.1166666666666666,Class #1
7359837,U253098,2018-10-02,2018-10 W40,2018 W40,10,2,8,4493,b3025,5,1,2,Incorrect,0.25,Class #11
10052540,U440865,2019-01-23,2019-01 W03,2019 W03,1,23,8,2215,b1672,3,3,3,Correct,0.4888833333333333,Class #15
3865862,U6712,2019-09-15,2019-09 W36,2019 W36,9,15,12,6859,b5191,6,2,3,Incorrect,0.2291666666666666,Class #6
12665853,U758305,2019-11-05,2019-11 W44,2019 W44,11,5,15,6183,b4715,5,3,2,Incorrect,0.35,Class #19
4217149,U7405,2019-09-27,2019-09 W38,2019 W38,9,27,0,6817,b5181,6,3,3,Correct,0.7416666666666667,Class #7
11096026,U537627,2019-05-09,2019-05 W18,2019 W18,5,9,19,4056,b2588,5,3,1,Incorrect,1.1833333333333331,Class #17
4516519,U7750,2019-09-02,2019-09 W35,2019 W35,9,2,6,10319,b7670,5,2,2,Correct,0.45,Class #7
11018180,U531127,2019-03-25,2019-03 W12,2019 W12,3,25,5,796,b796,2,3,1,Incorrect,0.2666666666666666,Class #17
1203348,U1466,2019-08-26,2019-08 W34,2019 W34,8,26,1,11080,b8133,1,2,1,Incorrect,0.3666666666666665,Class #2
9870241,U421138,2019-01-22,2019-01 W03,2019 W03,1,22,23,6685,b5118,6,3,3,Correct,0.6125,Class #15
6313108,U13414,2019-05-20,2019-05 W20,2019 W20,5,20,23,5822,b4354,5,1,4,Incorrect,0.4666666666666667,Class #10
4885252,U8712,2019-09-18,2019-09 W37,2019 W37,9,18,11,6945,b5213,6,4,3,Incorrect,0.65,Class #8
334847,U408,2019-07-01,2019-07 W26,2019 W26,7,1,15,3508,b2103,4,2,2,Correct,0.50555,Class #1
12853761,U759767,2019-11-06,2019-11 W44,2019 W44,11,6,2,2264,b1688,3,1,1,Correct,0.3722166666666665,Class #19
1349073,U1600,2019-07-25,2019-07 W29,2019 W29,7,25,6,1667,b1489,3,2,2,Correct,0.4666666666666667,Class #2
9373796,U389095,2019-05-17,2019-05 W19,2019 W19,5,17,12,5574,b4106,5,4,3,Incorrect,0.4833333333333333,Class #14
236238,U313,2019-06-04,2019-06 W22,2019 W22,6,4,13,5936,b4468,5,2,2,Correct,0.5,Class #1
12200794,U683916,2019-11-09,2019-11 W44,2019 W44,11,9,16,7602,b5389,7,1,3,Incorrect,0.0208333333333333,Class #18
1061510,U1328,2019-07-09,2019-07 W27,2019 W27,7,9,15,6568,b5088,6,2,2,Correct,0.4375,Class #2
2638368,U3822,2019-11-09,2019-11 W44,2019 W44,11,9,5,17487,b11672,6,2,2,Correct,0.4708333333333333,Class #4
130465,U233,2019-05-21,2019-05 W20,2019 W20,5,21,23,715,b715,2,3,3,Correct,0.2833333333333333,Class #1
5310437,U9880,2018-11-27,2018-11 W48,2018 W48,11,27,23,955,b955,2,1,1,Correct,0.3333333333333333,Class #8
6563197,U15224,2019-09-04,2019-09 W35,2019 W35,9,4,8,1577,b1459,3,1,3,Incorrect,0.6833333333333333,Class #10
10104179,U444643,2019-02-21,2019-02 W07,2019 W07,2,21,15,2394,b1732,3,1,4,Incorrect,0.34445,Class #15
597359,U758,2019-06-28,2019-06 W25,2019 W25,6,28,10,2341,b1714,3,4,4,Correct,0.5722166666666667,Class #1
12268172,U690089,2019-08-08,2019-08 W31,2019 W31,8,8,8,2079,b1627,3,2,2,Correct,0.0277666666666666,Class #18
13346932,U806925,2019-11-17,2019-11 W45,2019 W45,11,17,5,6581,b5092,6,3,3,Correct,0.3916666666666666,Class #20
1401990,U1664,2019-07-07,2019-07 W26,2019 W26,7,7,7,6609,b5099,6,4,4,Correct,0.7666666666666667,Class #3
5253765,U9853,2019-11-20,2019-11 W46,2019 W46,11,20,23,8843,b6194,5,1,2,Incorrect,0.8666666666666667,Class #8
688252,U896,2019-08-30,2019-08 W34,2019 W34,8,30,12,4129,b2661,5,3,1,Incorrect,0.1,Class #1
9073576,U370168,2019-01-03,2019-01 W00,2019 W00,1,3,3,424,b424,2,1,1,Correct,0.3,Class #14
8689297,U341550,2018-12-03,2018-12 W49,2018 W49,12,3,8,1286,b1286,2,3,1,Incorrect,0.2666666666666666,Class #13
4071813,U7214,2019-09-02,2019-09 W35,2019 W35,9,2,1,6188,b4720,5,4,4,Correct,0.5166666666666667,Class #7
6336811,U13528,2019-09-21,2019-09 W37,2019 W37,9,21,10,2046,b1616,3,1,1,Correct,0.3722166666666665,Class #10
5196739,U9687,2019-09-01,2019-09 W34,2019 W34,9,1,22,9751,b7102,5,2,1,Incorrect,0.4,Class #8
11945807,U664769,2019-10-28,2019-10 W43,2019 W43,10,28,10,9559,b6910,5,1,4,Incorrect,0.65,Class #18
5616806,U10851,2019-03-18,2019-03 W11,2019 W11,3,18,16,232,b232,2,2,1,Incorrect,0.2333333333333333,Class #9
3341615,U5418,2019-08-25,2019-08 W33,2019 W33,8,25,11,246,b246,2,3,3,Correct,0.25,Class #5
120422,U228,2019-02-26,2019-02 W08,2019 W08,2,26,2,8667,b6018,5,1,1,Correct,0.6833333333333333,Class #1
7805223,U274595,2018-11-19,2018-11 W47,2018 W47,11,19,2,6914,b5205,6,1,2,Incorrect,0.3083333333333333,Class #12
10213274,U458328,2019-11-15,2019-11 W45,2019 W45,11,15,23,10835,b7972,6,4,4,Correct,0.9,Class #15
3223484,U5141,2019-07-27,2019-07 W29,2019 W29,7,27,6,9471,b6822,5,2,2,Correct,0.5833333333333334,Class #5
6005248,U12117,2019-11-09,2019-11 W44,2019 W44,11,9,0,10987,b8040,1,4,2,Incorrect,0.4666666666666667,Class #9
13022076,U765636,2019-11-20,2019-11 W46,2019 W46,11,20,17,6099,b4631,5,1,1,Correct,0.75,Class #20
7879298,U278597,2019-03-16,2019-03 W10,2019 W10,3,16,14,8577,b5928,5,3,3,Correct,0.3166666666666666,Class #12
2321823,U3244,2019-05-13,2019-05 W19,2019 W19,5,13,1,6847,b5188,6,4,4,Correct,0.5166666666666667,Class #4
4391129,U7554,2019-08-22,2019-08 W33,2019 W33,8,22,4,3695,b2227,5,1,2,Incorrect,1.35,Class #7
553839,U711,2019-06-14,2019-06 W23,2019 W23,6,14,10,2103,b1635,3,4,4,Correct,0.40555,Class #1
1734501,U2257,2019-07-10,2019-07 W27,2019 W27,7,10,14,10,b10,1,4,3,Incorrect,0.4166666666666667,Class #3
5280623,U9857,2019-02-24,2019-02 W07,2019 W07,2,24,10,6388,b4920,5,3,3,Correct,0.2666666666666666,Class #8
9877261,U421165,2019-01-14,2019-01 W02,2019 W02,1,14,1,11097,b8150,1,3,2,Incorrect,0.0333333333333333,Class #15
10018418,U436327,2019-01-29,2019-01 W04,2019 W04,1,29,11,6532,b5064,5,3,3,Correct,0.4666666666666667,Class #15
5255312,U9853,2019-09-14,2019-09 W36,2019 W36,9,14,3,4002,b2534,5,3,4,Incorrect,0.5666666666666667,Class #8
11950508,U665119,2019-11-03,2019-11 W43,2019 W43,11,3,15,17474,b11668,4,3,3,Correct,0.44445,Class #18
8516881,U327357,2019-10-24,2019-10 W42,2019 W42,10,24,17,18095,b12158,2,2,2,Correct,0.2833333333333333,Class #13
13179542,U792996,2019-11-23,2019-11 W46,2019 W46,11,23,12,9394,b6745,5,4,4,Correct,0.4333333333333333,Class #20
6821463,U17015,2019-10-29,2019-10 W43,2019 W43,10,29,15,2842,b1881,4,4,4,Correct,0.4777666666666667,Class #11
10876306,U521239,2019-04-07,2019-04 W13,2019 W13,4,7,17,3020,b1940,4,2,4,Incorrect,0.35555,Class #16
8669436,U340034,2018-11-24,2018-11 W47,2018 W47,11,24,13,3253,b2018,4,3,3,Correct,0.4888833333333333,Class #13
4392744,U7555,2019-11-22,2019-11 W46,2019 W46,11,22,8,9949,b7300,5,2,2,Correct,0.2666666666666666,Class #7
13141193,U791615,2019-11-02,2019-11 W43,2019 W43,11,2,15,5781,b4313,5,3,1,Incorrect,0.0333333333333333,Class #20
12501,U16,2019-09-01,2019-09 W34,2019 W34,9,1,3,2537,b1779,3,3,3,Correct,0.4611166666666667,Class #1
11888965,U648701,2019-08-22,2019-08 W33,2019 W33,8,22,14,2305,b1702,3,2,2,Correct,0.4111166666666667,Class #18
11628653,U601891,2019-06-12,2019-06 W23,2019 W23,6,12,6,4902,b3434,5,4,2,Incorrect,0.25,Class #18
794836,U1028,2019-07-24,2019-07 W29,2019 W29,7,24,14,1175,b1175,2,2,1,Incorrect,0.3333333333333333,Class #2
12684272,U758405,2019-10-17,2019-10 W41,2019 W41,10,17,13,3121,b1974,4,4,4,Correct,0.60555,Class #19
11927641,U659116,2019-10-28,2019-10 W43,2019 W43,10,28,5,2754,b1852,4,3,3,Correct,0.0777666666666666,Class #18
5195611,U9687,2019-01-20,2019-01 W02,2019 W02,1,20,20,5395,b3927,5,4,3,Incorrect,0.3833333333333333,Class #8
6946938,U18111,2019-06-03,2019-06 W22,2019 W22,6,3,9,2798,b1866,4,3,4,Incorrect,0.45555,Class #11
8405014,U319274,2018-11-07,2018-11 W45,2018 W45,11,7,6,3687,b2219,5,2,3,Incorrect,0.4,Class #13
6772744,U16631,2019-10-08,2019-10 W40,2019 W40,10,8,12,3544,b2115,4,2,2,Correct,0.4277833333333333,Class #10
2916025,U4331,2019-08-12,2019-08 W32,2019 W32,8,12,13,1659,b1487,3,3,3,Correct,0.2666666666666666,Class #5
11451027,U573689,2019-05-02,2019-05 W17,2019 W17,5,2,8,6657,b5111,6,2,4,Incorrect,0.5125,Class #17
9904271,U422024,2019-02-11,2019-02 W06,2019 W06,2,11,3,4362,b2894,5,2,2,Correct,0.1333333333333333,Class #15
3796508,U6549,2019-11-10,2019-11 W44,2019 W44,11,10,6,6615,b5100,6,2,2,Correct,0.4541666666666666,Class #6
1029728,U1305,2019-08-29,2019-08 W34,2019 W34,8,29,4,6741,b5147,5,2,2,Correct,0.8333333333333334,Class #2
1223222,U1476,2019-07-17,2019-07 W28,2019 W28,7,17,14,6697,b5121,6,2,2,Correct,0.55,Class #2
2052706,U2871,2019-08-18,2019-08 W32,2019 W32,8,18,10,10648,b7923,6,3,2,Incorrect,1.1708333333333334,Class #4
11147941,U543081,2019-03-22,2019-03 W11,2019 W11,3,22,10,2722,b1841,4,2,2,Correct,0.25,Class #17
7937511,U281718,2018-10-31,2018-10 W44,2018 W44,10,31,5,10259,b7610,5,4,4,Correct,0.35,Class #12
10438770,U481193,2019-05-04,2019-05 W17,2019 W17,5,4,18,4014,b2546,5,2,1,Incorrect,0.4333333333333333,Class #16
2625094,U3816,2019-05-16,2019-05 W19,2019 W19,5,16,4,973,b973,2,2,2,Correct,0.35,Class #4
8364548,U317524,2019-08-04,2019-08 W30,2019 W30,8,4,18,17300,b11537,5,3,3,Correct,0.6833333333333333,Class #13
11284468,U560812,2019-05-15,2019-05 W19,2019 W19,5,15,14,10636,b7920,6,3,2,Incorrect,0.3625,Class #17
5571516,U10681,2019-08-11,2019-08 W31,2019 W31,8,11,9,9641,b6992,5,1,3,Incorrect,0.2666666666666666,Class #9
152815,U259,2019-05-21,2019-05 W20,2019 W20,5,21,4,6665,b5113,6,2,3,Incorrect,0.3458333333333333,Class #1
324741,U396,2019-06-21,2019-06 W24,2019 W24,6,21,11,10836,b7973,6,3,3,Correct,0.425,Class #1
7252497,U249879,2018-10-25,2018-10 W43,2018 W43,10,25,5,9732,b7083,5,1,4,Incorrect,0.6833333333333333,Class #11
9453458,U392644,2019-02-10,2019-02 W05,2019 W05,2,10,17,6827,b5183,6,4,4,Correct,0.6875,Class #14
9355,U16,2019-07-10,2019-07 W27,2019 W27,7,10,6,9426,b6777,5,3,3,Correct,0.2333333333333333,Class #1
12792813,U758899,2019-10-21,2019-10 W42,2019 W42,10,21,18,11608,b8485,6,3,3,Correct,0.5375,Class #19
444064,U543,2019-06-21,2019-06 W24,2019 W24,6,21,11,6988,b5223,6,1,1,Correct,0.5375,Class #1
2212399,U3140,2019-07-02,2019-07 W26,2019 W26,7,2,13,3536,b2112,4,2,1,Incorrect,0.45555,Class #4
11634684,U602954,2019-06-08,2019-06 W22,2019 W22,6,8,8,3301,b2034,4,3,3,Correct,0.7166666666666667,Class #18
255534,U329,2019-07-12,2019-07 W27,2019 W27,7,12,9,3111,b1971,4,4,1,Incorrect,0.4888833333333333,Class #1
8361453,U317524,2018-12-16,2018-12 W50,2018 W50,12,16,6,3162,b1988,4,1,2,Incorrect,0.0888833333333333,Class #13
7249799,U249879,2018-11-17,2018-11 W46,2018 W46,11,17,6,2778,b1860,4,1,1,Correct,0.45555,Class #11
7467655,U257736,2019-03-20,2019-03 W11,2019 W11,3,20,23,338,b338,2,2,2,Correct,0.3833333333333333,Class #11
12894961,U761242,2019-10-15,2019-10 W41,2019 W41,10,15,7,10984,b8037,1,2,2,Correct,0.4,Class #20
10905038,U522340,2019-03-15,2019-03 W10,2019 W10,3,15,13,6880,b5196,6,1,1,Correct,0.2708333333333333,Class #16
2523133,U3615,2019-07-23,2019-07 W29,2019 W29,7,23,10,666,b666,2,3,1,Incorrect,0.3,Class #4
11705123,U615626,2019-08-06,2019-08 W31,2019 W31,8,6,17,8101,b5572,1,1,1,Correct,0.3833333333333333,Class #18
11124023,U540073,2019-10-26,2019-10 W42,2019 W42,10,26,23,762,b762,2,3,2,Incorrect,0.3,Class #17
2215180,U3141,2019-08-13,2019-08 W32,2019 W32,8,13,8,6010,b4542,5,1,1,Correct,0.1333333333333333,Class #4
9024624,U367466,2019-02-09,2019-02 W05,2019 W05,2,9,18,4510,b3042,5,4,1,Incorrect,0.35,Class #14
9088365,U371384,2019-03-20,2019-03 W11,2019 W11,3,20,18,11227,b8280,1,2,2,Correct,0.4,Class #14
